0	-0.000363	-0.21982	0.008152	-0.975506	3.691909	0.122747	0.188024
0.004167	-0.000381	-0.219833	0.008132	-0.975504	3.691909	0.122755	0.18803
0.008333	-0.000358	-0.219843	0.008159	-0.975501	3.691909	0.122747	0.188025
0.0125	-0.000422	-0.219837	0.008143	-0.975502	3.691905	0.122752	0.188032
0.016667	-0.000381	-0.219833	0.008139	-0.975504	3.691907	0.122753	0.188027
0.020833	-0.000429	-0.219789	0.008126	-0.975514	3.691916	0.122763	0.188033
0.025	-0.00044	-0.219804	0.008093	-0.97551	3.691911	0.122764	0.188027
0.029167	-0.00035	-0.219842	0.00814	-0.975502	3.691905	0.12276	0.188031
0.033333	-0.000392	-0.219828	0.008117	-0.975505	3.691903	0.122758	0.188034
0.0375	-0.000318	-0.219835	0.008099	-0.975504	3.691898	0.122753	0.188028
0.041667	-0.000399	-0.219798	0.008082	-0.975512	3.691909	0.122771	0.188038
0.045833	-0.000362	-0.219819	0.008115	-0.975507	3.691905	0.122763	0.188036
0.05	-0.000393	-0.219796	0.008096	-0.975512	3.691908	0.122759	0.188025
0.054167	-0.000381	-0.219822	0.008108	-0.975506	3.691908	0.122757	0.188031
0.058333	-0.000418	-0.219762	0.008051	-0.97552	3.691922	0.12277	0.188031
0.0625	-0.000419	-0.219796	0.0081	-0.975512	3.691911	0.122767	0.188027
0.066667	-0.000439	-0.219761	0.008062	-0.97552	3.69192	0.122774	0.18803
0.070833	-0.000471	-0.21976	0.008079	-0.97552	3.691921	0.122784	0.188028
0.075	-0.000469	-0.219765	0.008109	-0.975519	3.691917	0.122779	0.188034
0.079167	-0.000413	-0.21976	0.008099	-0.97552	3.691921	0.122774	0.188029
0.083333	-0.000418	-0.219754	0.008129	-0.975521	3.69192	0.122771	0.188025
0.0875	-0.000453	-0.21974	0.008103	-0.975525	3.691929	0.122785	0.188028
0.091667	-0.00044	-0.219788	0.008104	-0.975514	3.691926	0.122779	0.188036
0.095833	-0.000465	-0.219747	0.008124	-0.975523	3.69193	0.122785	0.188025
0.1	-0.000476	-0.219757	0.008151	-0.97552	3.691932	0.122779	0.188022
0.104167	-0.000449	-0.219709	0.008114	-0.975532	3.691938	0.122789	0.188032
0.108333	-0.000515	-0.219729	0.008149	-0.975527	3.691935	0.122794	0.188021
0.1125	-0.000426	-0.219733	0.008124	-0.975526	3.691937	0.122784	0.188023
0.116666	-0.00038	-0.219754	0.008132	-0.975522	3.691937	0.122797	0.188035
0.120833	-0.000501	-0.219745	0.008178	-0.975523	3.69194	0.122793	0.188023
0.125	-0.00047	-0.219759	0.008175	-0.97552	3.691942	0.122803	0.188031
0.129166	-0.000458	-0.219748	0.008208	-0.975522	3.691945	0.122792	0.18803
0.133333	-0.000526	-0.219773	0.008211	-0.975516	3.691948	0.122796	0.188028
0.1375	-0.000488	-0.219737	0.008238	-0.975524	3.691942	0.122794	0.188026
0.141666	-0.000499	-0.219731	0.008184	-0.975526	3.69195	0.122797	0.188025
0.145833	-0.0005	-0.21976	0.008229	-0.975519	3.691942	0.122789	0.188024
0.15	-0.000459	-0.219743	0.008212	-0.975523	3.69194	0.122783	0.188024
0.154166	-0.000418	-0.219745	0.008227	-0.975523	3.691939	0.12279	0.18803
0.158333	-0.000404	-0.21977	0.008264	-0.975517	3.691938	0.122781	0.188021
0.1625	-0.000448	-0.21975	0.008227	-0.975521	3.69194	0.122786	0.188024
0.166666	-0.000511	-0.219751	0.008231	-0.975521	3.691952	0.122792	0.188022
0.170833	-0.000408	-0.21976	0.008227	-0.975519	3.691938	0.122775	0.188024
0.175	-0.000399	-0.219762	0.008253	-0.975519	3.691941	0.122769	0.188024
0.179166	-0.000401	-0.219746	0.008193	-0.975523	3.691947	0.122783	0.188027
0.183333	-0.00042	-0.219767	0.00821	-0.975518	3.691938	0.12277	0.188021
0.1875	-0.000416	-0.219802	0.008243	-0.97551	3.691931	0.122772	0.188029
0.191666	-0.000442	-0.219768	0.00823	-0.975517	3.691935	0.122761	0.188022
0.195833	-0.000454	-0.219781	0.008237	-0.975514	3.691937	0.122767	0.188028
0.2	-0.0004	-0.219809	0.008287	-0.975508	3.691921	0.122765	0.188023
0.204166	-0.000432	-0.219775	0.008228	-0.975516	3.691928	0.12276	0.188014
0.208333	-0.0004	-0.219791	0.008236	-0.975512	3.691928	0.122768	0.188026
0.2125	-0.000437	-0.21978	0.00819	-0.975515	3.691931	0.122762	0.188019
0.216666	-0.000463	-0.219815	0.008259	-0.975506	3.691928	0.122751	0.188021
0.220833	-0.000408	-0.219786	0.008223	-0.975513	3.691917	0.122749	0.188014
0.225	-0.000414	-0.219806	0.008242	-0.975509	3.69192	0.122753	0.188022
0.229166	-0.000439	-0.219798	0.008143	-0.975511	3.69192	0.122762	0.188025
0.233333	-0.000422	-0.219821	0.008195	-0.975506	3.691915	0.122757	0.188029
0.2375	-0.000387	-0.219824	0.008222	-0.975505	3.69191	0.122746	0.18802
0.241666	-0.000388	-0.219793	0.008156	-0.975512	3.691921	0.122755	0.188023
0.245833	-0.000368	-0.219822	0.008187	-0.975506	3.69191	0.122747	0.188027
0.25	-0.000364	-0.219843	0.008186	-0.975501	3.691905	0.12274	0.188027
0.254166	-0.000393	-0.219823	0.008139	-0.975506	3.691911	0.122747	0.18802
0.258333	-0.000409	-0.219823	0.008176	-0.975506	3.691908	0.122746	0.188025
0.2625	-0.00036	-0.219828	0.008153	-0.975505	3.691904	0.122757	0.188026
0.266666	-0.000392	-0.219821	0.008137	-0.975506	3.691906	0.122754	0.188028
0.270833	-0.000392	-0.219801	0.008096	-0.975511	3.691911	0.122754	0.18803
0.275	-0.000377	-0.219839	0.00814	-0.975502	3.6919	0.122736	0.188022
0.279166	-0.000391	-0.219812	0.008128	-0.975508	3.691903	0.122754	0.188037
0.283333	-0.000405	-0.219793	0.008113	-0.975513	3.691906	0.122755	0.188023
0.2875	-0.000411	-0.219779	0.008099	-0.975516	3.691912	0.122756	0.188024
0.291666	-0.000382	-0.219797	0.008124	-0.975512	3.691904	0.122746	0.188022
0.295833	-0.000502	-0.219765	0.00807	-0.975519	3.691911	0.122765	0.188022
0.3	-0.000356	-0.219788	0.008086	-0.975514	3.69191	0.122765	0.188033
0.304166	-0.000385	-0.21973	0.008147	-0.975527	3.691917	0.122766	0.188013
0.308333	-0.000459	-0.219719	0.008133	-0.975529	3.691915	0.122773	0.188008
0.3125	-0.000366	-0.219737	0.008132	-0.975525	3.691916	0.122767	0.188019
0.316666	-0.000361	-0.21972	0.008119	-0.975529	3.691917	0.122777	0.18802
0.320833	-0.000348	-0.219732	0.008118	-0.975527	3.69192	0.122785	0.188025
0.324999	-0.000453	-0.219698	0.008147	-0.975534	3.691926	0.122782	0.188013
0.329166	-0.000443	-0.219707	0.00813	-0.975532	3.691921	0.122786	0.188008
0.333333	-0.000417	-0.219693	0.008122	-0.975535	3.691931	0.122791	0.188018
0.337499	-0.00034	-0.219738	0.008163	-0.975525	3.691921	0.122779	0.188019
0.341666	-0.0004	-0.219749	0.008192	-0.975522	3.691919	0.122782	0.188016
0.345833	-0.000452	-0.219683	0.00815	-0.975537	3.691938	0.1228	0.188016
0.349999	-0.000478	-0.219679	0.008168	-0.975538	3.691939	0.122793	0.188014
0.354166	-0.000457	-0.219697	0.008149	-0.975534	3.691937	0.12279	0.188009
0.358333	-0.000488	-0.219696	0.008181	-0.975534	3.691941	0.122794	0.188019
0.362499	-0.000462	-0.2197	0.008212	-0.975533	3.69194	0.122797	0.188013
0.366666	-0.000455	-0.219691	0.008182	-0.975535	3.691941	0.122794	0.188022
0.370833	-0.000452	-0.219703	0.00822	-0.975532	3.691941	0.122787	0.188013
0.374999	-0.000381	-0.219691	0.008189	-0.975535	3.691948	0.122801	0.188026
0.379166	-0.000429	-0.219697	0.008187	-0.975534	3.691948	0.1228	0.188023
0.383333	-0.00044	-0.219696	0.008193	-0.975534	3.691948	0.122804	0.188029
0.387499	-0.000482	-0.219654	0.008165	-0.975544	3.691958	0.1228	0.188016
0.391666	-0.000417	-0.219701	0.008184	-0.975533	3.691951	0.122796	0.188025
0.395833	-0.000432	-0.21971	0.008202	-0.975531	3.691948	0.122792	0.188018
0.399999	-0.000351	-0.219717	0.008209	-0.975529	3.691947	0.122793	0.188028
0.404166	-0.000451	-0.219675	0.008226	-0.975538	3.691947	0.122785	0.188011
0.408333	-0.000436	-0.219719	0.008258	-0.975528	3.691942	0.122791	0.188014
0.412499	-0.000415	-0.219723	0.008193	-0.975528	3.691944	0.122798	0.188019
0.416666	-0.00042	-0.219752	0.00829	-0.97552	3.691934	0.122784	0.188018
0.420833	-0.000403	-0.219732	0.008254	-0.975525	3.691945	0.122789	0.188024
0.424999	-0.000411	-0.219737	0.00824	-0.975524	3.691941	0.122777	0.188019
0.429166	-0.000395	-0.21974	0.008256	-0.975523	3.691936	0.122767	0.188013
0.433333	-0.000434	-0.219764	0.008249	-0.975518	3.691937	0.122779	0.188019
0.437499	-0.000404	-0.219753	0.008265	-0.97552	3.691934	0.122769	0.188014
0.441666	-0.000413	-0.219739	0.008232	-0.975524	3.691944	0.122779	0.188014
0.445833	-0.000373	-0.219742	0.008245	-0.975523	3.69194	0.122776	0.188027
0.449999	-0.000408	-0.219721	0.008199	-0.975528	3.69194	0.12278	0.188011
0.454166	-0.000404	-0.219754	0.008249	-0.97552	3.69193	0.122765	0.188018
0.458333	-0.000414	-0.219758	0.008224	-0.97552	3.691929	0.122762	0.188015
0.462499	-0.000354	-0.219765	0.00823	-0.975518	3.691918	0.122749	0.188015
0.466666	-0.000454	-0.219749	0.00822	-0.975522	3.691931	0.122766	0.188013
0.470833	-0.00036	-0.219795	0.008261	-0.975511	3.69192	0.122756	0.188023
0.474999	-0.000434	-0.219735	0.008198	-0.975525	3.691931	0.122766	0.188017
0.479166	-0.000353	-0.219768	0.008226	-0.975518	3.69192	0.122749	0.188018
0.483333	-0.000363	-0.21977	0.008173	-0.975517	3.691914	0.122752	0.188011
0.487499	-0.000372	-0.21979	0.008201	-0.975513	3.691914	0.122754	0.188018
0.491666	-0.000284	-0.219813	0.008209	-0.975508	3.691908	0.122744	0.188015
0.495833	-0.000404	-0.219786	0.008203	-0.975514	3.69191	0.12275	0.188014
0.499999	-0.000381	-0.219779	0.008212	-0.975515	3.691905	0.122751	0.188021
0.504166	-0.00034	-0.219802	0.00819	-0.97551	3.691905	0.122735	0.188013
0.508333	-0.000429	-0.219778	0.008178	-0.975516	3.691907	0.122743	0.18801
0.512499	-0.000356	-0.219788	0.008158	-0.975514	3.691908	0.122753	0.188019
0.516666	-0.000296	-0.219789	0.008159	-0.975513	3.691902	0.122747	0.188024
0.520833	-0.00036	-0.219776	0.008152	-0.975516	3.691905	0.12275	0.188023
0.524999	-0.000344	-0.219807	0.00817	-0.975509	3.691894	0.122745	0.18802
0.529166	-0.000328	-0.219792	0.008188	-0.975512	3.691898	0.122745	0.188018
0.533332	-0.000369	-0.219783	0.008144	-0.975515	3.691905	0.12275	0.188016
0.537499	-0.000406	-0.219805	0.008181	-0.975509	3.6919	0.122754	0.188021
0.541666	-0.000442	-0.219783	0.008145	-0.975515	3.691906	0.122767	0.188021
0.545832	-0.000365	-0.219778	0.008148	-0.975516	3.691907	0.122747	0.188014
0.549999	-0.000382	-0.219777	0.008116	-0.975516	3.691912	0.12276	0.188024
0.554166	-0.000394	-0.219758	0.008134	-0.97552	3.691912	0.122764	0.188029
0.558332	-0.000433	-0.219768	0.008148	-0.975518	3.691911	0.12277	0.188022
0.562499	-0.000406	-0.219743	0.008125	-0.975524	3.691913	0.122764	0.188022
0.566666	-0.000398	-0.219774	0.008145	-0.975517	3.691911	0.122764	0.188023
0.570832	-0.000456	-0.219739	0.008179	-0.975524	3.69191	0.122775	0.18802
0.574999	-0.00036	-0.219772	0.008182	-0.975517	3.691915	0.122772	0.188021
0.579166	-0.000382	-0.219746	0.008166	-0.975523	3.69192	0.122773	0.188021
0.583332	-0.000372	-0.219738	0.008176	-0.975525	3.691925	0.122773	0.188023
0.587499	-0.00043	-0.219711	0.008117	-0.975531	3.691932	0.12278	0.18802
0.591666	-0.000436	-0.219702	0.00813	-0.975533	3.691935	0.122793	0.18803
0.595832	-0.000465	-0.219674	0.008107	-0.97554	3.691945	0.122801	0.188029
0.599999	-0.000412	-0.219749	0.008193	-0.975522	3.691925	0.122788	0.188028
0.604166	-0.000496	-0.219655	0.008092	-0.975544	3.691947	0.122796	0.188021
0.608332	-0.0004	-0.219709	0.008191	-0.975531	3.691938	0.122787	0.188025
0.612499	-0.000489	-0.219709	0.008194	-0.975531	3.691941	0.122799	0.188027
0.616666	-0.000484	-0.219699	0.008166	-0.975533	3.691943	0.122795	0.188028
0.620832	-0.000373	-0.219715	0.008214	-0.97553	3.691935	0.122786	0.188023
0.624999	-0.000478	-0.219682	0.008164	-0.975537	3.691947	0.122805	0.188022
0.629166	-0.000449	-0.219695	0.0082	-0.975534	3.691943	0.1228	0.188026
0.633332	-0.000468	-0.219694	0.008213	-0.975534	3.691948	0.12281	0.188025
0.637499	-0.000478	-0.219671	0.00819	-0.97554	3.691949	0.122799	0.188013
0.641666	-0.0005	-0.219699	0.008234	-0.975533	3.691944	0.122796	0.188015
0.645832	-0.000409	-0.219735	0.008268	-0.975525	3.69194	0.122775	0.188019
0.649999	-0.000491	-0.219684	0.008213	-0.975537	3.691948	0.122796	0.188023
0.654166	-0.000466	-0.219678	0.008216	-0.975538	3.691957	0.122789	0.188024
0.658332	-0.000433	-0.219697	0.008216	-0.975533	3.691944	0.122785	0.188011
0.662499	-0.000419	-0.219711	0.008214	-0.97553	3.691945	0.122797	0.188023
0.666666	-0.000452	-0.219711	0.008214	-0.97553	3.691942	0.122789	0.188021
0.670832	-0.000425	-0.219722	0.008194	-0.975528	3.691947	0.122783	0.188019
0.674999	-0.000435	-0.219712	0.008224	-0.97553	3.691948	0.122779	0.188014
0.679166	-0.000361	-0.219728	0.008253	-0.975526	3.691941	0.122782	0.188028
0.683332	-0.000412	-0.219719	0.008212	-0.975529	3.691944	0.122781	0.188019
0.687499	-0.000381	-0.21973	0.008225	-0.975526	3.69194	0.122771	0.188018
0.691666	-0.000431	-0.219728	0.00823	-0.975526	3.691944	0.122784	0.188022
0.695832	-0.00041	-0.219749	0.008243	-0.975522	3.691941	0.12278	0.188019
0.699999	-0.000452	-0.219707	0.008237	-0.975531	3.691934	0.122782	0.188015
0.704166	-0.000389	-0.219733	0.008224	-0.975525	3.691935	0.122776	0.188018
0.708332	-0.000383	-0.219753	0.008231	-0.975521	3.691928	0.122767	0.188015
0.712499	-0.000409	-0.219752	0.008204	-0.975521	3.691932	0.122769	0.188024
0.716666	-0.000374	-0.219746	0.008204	-0.975523	3.691924	0.122766	0.188016
0.720832	-0.000406	-0.219755	0.008174	-0.975521	3.691928	0.122766	0.188024
0.724999	-0.000349	-0.219767	0.008195	-0.975518	3.691929	0.122751	0.188025
0.729166	-0.000453	-0.219783	0.008219	-0.975514	3.691921	0.122763	0.188017
0.733332	-0.000389	-0.2198	0.008221	-0.97551	3.69191	0.12276	0.188014
0.737499	-0.0004	-0.21977	0.008191	-0.975517	3.691915	0.122754	0.18802
0.741665	-0.000365	-0.219802	0.008217	-0.97551	3.691916	0.122755	0.188023
0.745832	-0.00041	-0.219797	0.008229	-0.975511	3.691906	0.122753	0.188025
0.749999	-0.000402	-0.219783	0.008186	-0.975514	3.691912	0.122752	0.188021
0.754165	-0.000445	-0.219755	0.008119	-0.975521	3.691916	0.122764	0.188022
0.758332	-0.000351	-0.219807	0.008176	-0.975509	3.691913	0.122756	0.188027
0.762499	-0.000406	-0.219793	0.008191	-0.975512	3.691904	0.122761	0.18802
0.766665	-0.000404	-0.219804	0.00815	-0.97551	3.691906	0.122751	0.188022
0.770832	-0.000331	-0.219796	0.008162	-0.975512	3.691904	0.122747	0.188018
0.774999	-0.000428	-0.219746	0.008152	-0.975523	3.691911	0.122748	0.188022
0.779165	-0.000402	-0.219775	0.008192	-0.975516	3.691905	0.122744	0.188013
0.783332	-0.000396	-0.219809	0.00816	-0.975509	3.691901	0.122748	0.188022
0.787499	-0.000411	-0.219756	0.008126	-0.975521	3.691912	0.122748	0.188022
0.791665	-0.000375	-0.219787	0.008157	-0.975514	3.691904	0.122761	0.188024
0.795832	-0.000393	-0.219783	0.008152	-0.975515	3.691913	0.122757	0.18802
0.799999	-0.000318	-0.219777	0.008141	-0.975516	3.691908	0.122761	0.188024
0.804165	-0.000399	-0.219745	0.008157	-0.975523	3.691913	0.122759	0.188026
0.808332	-0.000458	-0.219765	0.008117	-0.975519	3.691914	0.122765	0.188026
